iteration,timestamp,T41_LEVEL,T42_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J6_LEVEL,J7_LEVEL,J8_LEVEL,J9_LEVEL,J10_LEVEL,J11_LEVEL,J12_LEVEL,J13_LEVEL,J14_LEVEL,J15_LEVEL,J16_LEVEL,J17_LEVEL,J18_LEVEL,J19_LEVEL,J20_LEVEL,J21_LEVEL,J22_LEVEL,P78_FLOW,P78_STATUS,P79_FLOW,P79_STATUS
19,2022-05-03 18:58:57.387180,8.840980218920835,8.31410615953204,68.99512566860213,59.884605820311556,59.85701946610994,59.837565013825085,50.61464952567113,50.59157625624435,50.58733750630652,50.59475788049632,38.26068463641853,38.23057485799992,38.23419474889609,59.62406301642357,59.873014794384744,60.235997782776636,59.843594044143764,38.42198237046039,38.22491972593965,59.76046148557982,59.84388011014448,68.995125668602,60.26299793500768,38.21945915413121,0.0,0.0,0.0,0.0
20,2022-05-03 18:58:57.820106,8.728328472870128,8.353171799408734,68.95495419067421,59.83585306001264,59.81297849054648,59.79750049845103,50.58891063423037,50.573617754984426,50.57050501727911,50.57956010271025,38.29264395850635,38.27754373813542,38.27969960887481,59.65187142235889,59.827490368195384,60.114231101846876,59.803247551574486,38.40537016111574,38.276165495804136,59.743838237837295,59.80352419257776,68.95495419067409,60.13576488112802,38.27313644999019,0.0,0.0,0.0,0.0
21,2022-05-03 18:58:58.199434,8.630120706545506,8.377793460566672,68.91876183123478,59.79237130678615,59.7737439011638,59.76177502590294,50.56566075781544,50.556421055269524,50.554379538793896,50.56544670800217,38.31804762814561,38.313358569500245,38.31409124305333,59.67145358683035,59.78673161731098,60.00645994935,59.76727286938381,38.3893095058315,38.31347299529022,59.727681081703274,59.767527037086126,68.91876183123465,60.02316145778579,38.31218468253627,0.0,0.0,0.0,0.0
22,2022-05-03 18:58:58.635444,8.546138896931321,8.388189147763985,68.88637146951237,59.75401172754218,59.73919286995027,59.730287045181065,50.54489366950232,50.540090428579624,50.53895338759309,50.552352776844444,38.33511123969526,38.33504827627557,38.33580614911214,59.682448082531266,59.750578572581894,59.912496211002136,59.73556826886763,38.373693963045774,38.337056993635514,59.71185159391537,59.73577592738445,68.88637146951224,59.924995711540134,38.33679606980499,0.0,0.0,0.0,0.0
23,2022-05-03 18:58:59.207367,8.476169372063124,8.384572537545523,68.85767910102683,59.72071942715704,59.709345660064336,59.70311273411036,50.52685088706784,50.52500231733781,50.52453724549264,50.54055220606003,38.33987228607621,38.34198481890342,38.34270722339776,59.68456776915462,59.71895601371413,59.83213575039086,59.70820397648058,38.35857365610575,38.34715185730236,59.69631441474807,59.70831269037253,68.8576791010267,59.841049756866575,38.34718877855151,0.0,0.0,0.0,0.0
24,2022-05-03 18:58:59.585092,8.419579256902267,8.36757651250778,68.83160475846978,59.69131032168393,59.68274556376706,59.67858905783898,50.508864320156086,50.508423704494334,50.5083073830676,50.52671042607955,38.33114936150003,38.33598198999604,38.33685723351087,59.677665401542846,59.69074671488379,59.765092242209825,59.68367240640857,38.34289123257676,38.34291756056191,59.679943484803644,59.68380022443141,68.83160475846965,59.77110920246061,38.343566052624894,0.0,0.0,0.0,0.0
25,2022-05-03 18:58:59.946761,8.366942432493518,8.329623821953604,68.78937611370534,59.64705363447622,59.637182806925125,59.632969581743545,50.45608332605008,50.45599153909584,50.45596659904641,50.485151810171,38.29287066477465,38.3072390327869,38.30765820772735,59.64527670879671,59.647162703212516,59.709264890692424,59.640814740475165,38.3048561025292,38.32367663116154,59.642923015558026,59.64202193315994,68.78937611370522,59.71452663941504,38.32654780081126,0.0,0.0,0.0,0.0
26,2022-05-03 18:59:00.327255,8.31750497230917,8.288471772137244,68.74573928907479,59.60262320787595,59.593025929768956,59.588996907352474,50.412741786195916,50.412687805672576,50.41267307647255,50.44215386233278,38.25014286838271,38.26637107915506,38.26646413267148,59.60285085842415,59.60282869060769,59.65721075667612,59.59662256119346,38.261201914342834,38.285255015985946,59.599444710374485,59.597825846025316,68.74573928907466,59.6618955842181,38.288590467439086,0.0,0.0,0.0,0.0
27,2022-05-03 18:59:00.704514,8.26981753897273,8.2455697224999,68.70085951787084,59.55743559972646,59.5480190148672,59.544110882611584,50.368233418499074,50.368197715463225,50.36818794788413,50.397848152676076,38.20589076155203,38.22337801627065,38.22338620375144,59.55943619985637,59.55771123867973,59.60807881258101,59.551601641469254,38.21657291277135,38.243832853900386,59.55492417043822,59.55287428056252,68.70085951787073,59.61246114894552,38.2474357432438,0.0,0.0,0.0,0.0
28,2022-05-03 18:59:01.113059,8.223134229446947,8.201663560718588,68.65569685779447,59.512121020388,59.50280464254658,59.49896327446367,50.32329143519489,50.32326424343569,50.3232567933961,50.353015512695656,38.16114139102658,38.17932207664222,38.179316129812875,59.51531131168127,59.51243909181956,59.56056243338304,59.506368027552476,38.17156677607486,38.20077150206086,59.509997884759485,59.50770978817817,68.65569685779434,59.564775409214405,38.20453211635694,0.0,0.0,0.0,0.0
29,2022-05-03 18:59:01.505067,8.17702961903937,8.157178704621241,68.61043522310021,59.466781561190714,59.457524440299466,59.45372245774694,50.2781684915986,50.278145704300165,50.27813945563344,50.30795491436643,38.116150965628506,38.134760817850676,38.13473629991964,59.47068798418692,59.46712395171304,59.51397629595951,59.461074964660725,38.12639835587385,38.15677210614301,59.46488121769621,59.46246708516086,68.61043522310008,59.518093061788655,38.16062503146535,0.0,0.0,0.0,0.0
30,2022-05-03 18:59:01.994475,8.131261048336176,8.112357768512146,68.56514451967573,59.42144905759978,59.412227016336246,59.40844831591133,50.23296260120143,50.23294220308006,50.23293660674401,50.26278500784583,38.071030634594486,38.08990385450663,38.08986533617524,59.42577716934206,59.4218054163952,59.46792763730007,59.41576954330575,38.08116110320564,38.1122326266773,59.41967691949889,59.41719570853246,68.5651445196756,59.471989005358786,38.1161396345426,0.0,0.0,0.0,0.0
31,2022-05-03 18:59:02.361931,8.085688758749434,8.06734059206715,68.51984751440338,59.3761287217522,59.366927230281284,59.3631621567771,50.187715998651335,50.187696930344245,50.187691697308566,50.217559220233284,38.025836808413274,38.044867766996816,38.04482032622276,59.38070497897491,59.37649316065994,59.42219158667208,59.370464751353715,38.03589411594934,38.06737963355098,59.374430714256135,59.37191300446588,68.51984751440325,59.42622075663654,38.0713183810373,0.0,0.0,0.0,0.0
32,2022-05-03 18:59:02.825955,8.040231349061322,8.022208541939596,68.47454989032533,59.330817816245435,59.321628354874484,59.317871254554,50.14244810935237,50.14242979600215,50.142424769288624,50.17230342603828,37.98060075979711,37.99972529153106,37.999672411541,59.33553994800892,59.331186958516305,59.376638275263275,59.325162821775194,37.99061345348424,38.02234363646151,59.329162896414054,59.32662492957087,68.4745498903252,59.38064865495252,38.02630101824925,0.0,0.0,0.0,0.0
33,2022-05-03 18:59:03.284971,7.994841249785709,7.977009188385884,68.42925295639432,59.285513226411545,59.276330805661345,59.27257837011067,50.09716864934723,50.09715077000203,50.097145861921476,50.127031016002334,37.93534027547098,37.95452003872799,37.954463905532045,59.29032102454467,59.28588511493009,59.3311919662983,59.27986343233774,37.94532618129176,37.97720054050657,59.28388342876837,59.28133402513261,68.4292529563942,59.33519135517258,37.98116885875708,0.0,0.0,0.0,0.0
34,2022-05-03 18:59:03.698506,7.949490591208528,7.931770365957188,68.38395677323733,59.240212590502274,59.231034302107396,59.22728460399632,50.05188274417092,50.05186511756579,50.05186027857551,50.08174923703794,37.89006556620728,37.90927779893789,37.90921974361883,59.24507067021552,59.24058608904717,59.2858083674132,59.23456585021979,37.9000356202232,37.93199470521386,59.238597505271635,59.23604150112228,68.3839567732372,59.289801320257276,37.93596944102776,0.0,0.0,0.0,0.0
35,2022-05-03 18:59:04.573164,7.90416305795147,7.886508412972543,68.33866105816847,59.19491429758081,59.185738425744596,59.18199032792083,50.00659305647013,50.00657557561472,50.00657077647375,50.03646195547091,37.84478252701032,37.864013899433616,37.86395470103538,59.19980189630486,59.19528873681775,59.24046151499329,59.18926932294465,37.85474310057655,37.886752078959006,59.19330779469501,59.19074805487693,68.33866105816834,59.2444506993648,37.89073058093739,0.0,0.0,0.0,0.0
36,2022-05-03 18:59:04.911160,7.858849086265006,7.841232897434286,68.29336573637289,59.14961746653084,59.14044301124054,59.136695851293865,49.961301269166,49.96128387358987,49.961279097765456,49.991171577313445,37.79949464385573,37.81873724645145,37.818677376822386,59.154522377401086,59.149992457150425,59.19513621342156,59.14397352496239,37.80944964194763,37.84148789521994,59.14801599242401,59.14545407488687,68.29336573637276,59.19912318820366,37.84546860586608,0.0,0.0,0.0,0.0
37,2022-05-03 18:59:05.469346,7.82582995574249,7.813704010855902,68.2693470146461,59.125762897468306,59.12121381613736,59.11930455442444,49.960013717923864,49.95998831622963,49.95998138472057,49.97396213531231,37.78195750776515,37.78966429979907,37.7897072466564,59.125886133624405,59.12586097879755,59.15160842121199,59.12291927442331,37.787197619417356,37.798632928461636,59.12426201564775,59.123490249668016,68.26934701464597,59.1538269014625,37.80021705615733,0.0,0.0,0.0,0.0
38,2022-05-03 18:59:05.911073,7.794442270439057,7.784543686312235,68.23931332336163,59.095533532503005,59.091102903821366,59.089272801109644,49.9302283188032,49.930214375657265,49.93021055704047,49.944308613939484,37.75235559239045,37.760885678647824,37.7608851906634,59.0968853827239,59.095678810570554,59.11878999788733,59.09279557220747,37.757334550022954,37.77092401730486,59.09447612117581,59.09342168053681,68.23931332336151,59.120809758139984,37.77268638715739,0.0,0.0,0.0,0.0
39,2022-05-03 18:59:06.265246,7.7637095648718395,7.7547283792805,68.20907012129645,59.06522693165758,59.060843528067444,59.059044820554846,49.90009471972864,49.90008433968637,49.90008149277276,49.91422496143357,37.72232617059275,37.73119581571219,37.73118196275061,59.06715274960828,59.06539173759266,59.08748044818234,59.06252582596344,37.72716547911281,37.741688939889265,59.06434833187776,59.06319159936654,68.2090701212963,59.0894228464563,37.74352532248627,0.0,0.0,0.0,0.0
40,2022-05-03 18:59:06.818732,7.733244846883296,7.724645091767289,68.17879569307723,59.0349294828742,59.030565978738274,59.028780471556345,49.86986883230655,49.869859767356466,49.86985727963256,49.88401932978779,37.6921503521778,37.70117141158811,37.70114908035346,59.03709489634728,59.03510215673427,59.0567793069904,59.03224357363184,37.69692065992476,37.711842640922725,59.03412302264613,59.032929869958814,68.1787956930771,59.05869045340766,37.71370970860368,0.0,0.0,0.0,0.0
41,2022-05-03 18:59:07.241842,7.702891364868315,7.694450532617888,68.14851953482348,59.004644235117574,59.00028900097641,58.99850897457918,49.839613136713155,49.83960458863726,49.839602242175566,49.853771938510164,37.66191661347121,37.671002068854705,37.670975982133896,59.00690994076466,59.004820140805535,59.02632762151386,59.001964495655216,37.66665611061401,37.681746415466684,59.00386736292688,59.002660398774786,68.14851953482335,59.028225864453916,37.68362629299202,0.0,0.0,0.0,0.0
42,2022-05-03 18:59:07.711483,7.672584220331068,7.6642096426580455,68.11824431839607,58.97436530940002,58.970013510613775,58.968235759955576,49.8093464622541,49.80933812407877,49.80933583499799,49.82350869760252,37.63165928321854,37.64077180894624,37.64074411832984,58.97667289822013,58.97454255420457,58.9959795564579,58.971688093281095,37.63638553485408,37.651546457269866,58.97360067396695,58.9723882378601,68.11824431839594,58.997872436072186,37.65343168038673,0.0,0.0,0.0,0.0
43,2022-05-03 18:59:08.409647,7.642296392911936,7.633949440413634,68.08796976562752,58.94408921999305,58.93973885217769,58.937962049249535,49.77907547288005,49.77906722153778,49.7790649561965,49.79323913586426,37.6013922130549,37.610516053267325,37.61048768942326,58.94641428194858,58.94426702226957,58.96567466867057,58.9414130500869,37.60611288973205,37.62130331533053,58.943329674589734,58.94211499553618,68.08796976562739,58.96756531387896,37.62319076813007,0.0,0.0,0.0,0.0
44,2022-05-03 18:59:10.577719,7.612016624421835,7.603681192579468,68.05769551087764,58.91381433042679,58.909464556754926,58.90768814714073,49.74880270037788,49.74879448469054,49.748792229098434,49.762966954997644,37.57112109177056,37.580249670142855,37.58022102250007,58.916146682422934,58.913992364109895,58.935387781618516,58.911138588276344,37.57583940306721,37.59104217378159,58.91305689546459,58.91184131130407,68.05769551087751,58.93727749577042,37.592930556585586,0.0,0.0,0.0,0.0
45,2022-05-03 18:59:10.964687,7.581740214614648,7.573409587330625,68.02742139849185,58.883539953810796,58.8791904289944,58.87741418401892,49.71852920957207,49.71852100879909,49.71851875728493,49.73269371089194,37.54084828861669,37.54997884218354,37.54995007621918,58.88587534797118,58.88371808426868,58.90510840510026,58.88086439253328,37.545565614868174,37.56077353403288,58.88278340102518,58.881567438450716,68.02742139849173,58.90699773116124,37.562662304871104,0.0,0.0,0.0,0.0
46,2022-05-03 18:59:11.393242,7.551465196003437,7.543136572835129,67.99714732513695,58.85326577342436,58.84891635567138,58.84714018142586,49.68825540649621,49.68824721201246,49.68824496221796,49.70242001134301,37.51057477343063,37.51970615311138,37.51967733720467,58.85560244560841,58.853443945159256,58.87483215766079,58.85059029567456,37.51529168756726,37.53050176429605,58.85250959452534,58.85129347522649,67.99714732513684,58.87672132296167,37.53239069799364,0.0,0.0,0.0,0.0
47,2022-05-03 18:59:11.795925,7.521190759533478,7.512862972487432,67.96687328509594,58.82299168829782,58.81864231496962,58.816866169967795,49.65798147844833,49.65797328657978,49.65797103750034,49.67214612588204,37.48030096475268,37.48943268820549,37.48940385156018,58.82532889209046,58.823169877102586,58.84455720700013,58.82031624437312,37.48501770706993,37.500228681420474,58.82223566454162,58.821019479671904,67.96687328509582,58.84644630502318,37.50211768282111,0.0,0.0,0.0,0.0
48,2022-05-03 18:59:12.304476,7.490916582454541,7.482589143780036,67.93659929473203,58.79271767402444,58.7883683145157,58.78659217848721,49.62770751897952,49.627699328099304,49.62769707929009,49.64187218202511,37.450027051876155,37.4591589136438,37.45913006935156,58.79505508421955,58.79289586844362,58.8142828008009,58.79004223159405,37.45474372474577,37.46995505441618,58.79196170557063,58.79074549123025,67.93659929473189,58.816171868852976,37.471844082209515,0.0,0.0,0.0,0.0
49,2022-05-03 18:59:12.687187,7.438899941514916,7.424760415738908,67.86670402854934,58.7227693513466,58.71003591985072,58.70492966561882,49.51673422791467,49.51672632218131,49.51672414374985,49.55976450794056,37.36909873080792,37.39965207929834,37.399365922472846,58.734380126347986,58.72341476251586,58.78071759781762,58.71494821684257,37.38176255702919,37.435263379426075,58.72171205060909,58.71739874302394,67.8667040285492,58.78586510735912,37.441526512449784,0.0,0.0,0.0,0.0
50,2022-05-03 18:59:13.232818,7.385883715181136,7.3679312733393925,67.8120324207879,58.66817662260027,58.65531147669121,58.65011858088138,49.46170157335236,49.46168898788647,49.461685524308244,49.50461727512388,37.31360021341375,37.34307102825482,37.34285854456343,58.67817449384899,58.668793268348786,58.728514415742204,58.6602788326806,37.32682331509455,37.3776356614476,58.666713580582396,58.66264974586372,67.81203242078779,58.73384661947759,37.383699774607315,0.0,0.0,0.0,0.0
51,2022-05-03 18:59:13.639262,7.332207909161972,7.311761721714765,67.75723195696855,58.61344101430954,58.600490127647774,58.59524069244071,49.40667282448783,49.40665649732484,49.406652007759625,49.44951009781049,37.2582915937743,37.28706914701488,37.286902869719775,58.62239669036549,58.614033320514075,58.67537344479352,58.60548721443026,37.27186635677591,37.32093752143536,58.61169962748868,58.60778975408329,67.75723195696843,58.68082915804856,37.326871929261124,0.0,0.0,0.0,0.0
52,2022-05-03 18:59:14.078766,7.278098673568098,7.256025610900642,67.7023699561333,58.558626710770284,58.54562042594715,58.540334402067174,49.351666317224876,49.35164726291911,49.351642026304745,49.394451311244886,37.20311359677263,37.231445609337655,37.231308306816764,58.56690853950291,58.55920106810576,58.62161495035878,58.550634914337536,37.216913390452895,37.26485334624583,58.556699520843694,58.55288329198023,67.70236995613318,58.62715253333223,37.270703222947745,0.0,0.0,0.0,0.0
53,2022-05-03 18:59:14.491496,7.223705614212079,7.200573299725519,67.6474781630928,58.50376825778301,58.49072629343601,58.4854166804073,49.296682846901355,49.29666190033027,49.296656145703636,49.339433465786946,37.14802334380929,37.176068239173595,37.175949172464286,58.511614103562,58.50433008660828,58.56745126085182,58.49575149678949,37.161968743738434,37.20917283109597,58.501718750004514,58.49795913571404,67.64747816309267,58.573042758590724,37.214967662585764,0.0,0.0,0.0,0.0
54,2022-05-03 18:59:14.974849,7.169127251401732,7.145306304042822,67.59257179917859,58.44888453589947,58.435819597561476,58.43049478550055,49.24171809426096,49.24169587069282,49.2416897666334,49.28444627308191,37.09299127700856,37.120850753534484,37.120743230504715,58.45644812037488,58.44943785136671,58.51302251858711,58.44085156617829,37.107031500658024,37.15375669224957,58.44675508388415,58.44302965266006,67.59257179917847,58.51864934593857,37.159515709552466,0.0,0.0,0.0,0.0
55,2022-05-03 18:59:15.469745,7.114428167819297,7.090160053574748,67.53765806459353,58.39398591907206,58.380906189561955,58.37557158776962,49.18676706735522,49.18674399628664,49.186737660384075,49.229480660465946,37.0379974445406,37.06573700399415,37.065636829024925,58.401366724975716,58.39453353789484,58.45842085360447,58.385942496477554,37.052099650542395,37.09851320969171,58.391804450001885,58.38809965045442,67.5376580645934,58.46407075241363,37.104248946672996,0.0,0.0,0.0,0.0
56,2022-05-03 18:59:15.832836,7.059650612087728,7.03509227544662,67.48274049749614,58.339078337966825,58.325989037282696,58.32064809880065,49.1318254843224,49.131801854510975,49.13179536578535,49.174529587229145,36.98302846598011,37.010690497882564,37.01059502714248,58.34634073943709,58.33962221220294,58.403706599384186,58.33102812701402,36.997170674126515,37.04338221691424,58.33686302002698,58.33317144708216,67.48274049749601,58.40937151862686,37.04910284727118,0.0,0.0,0.0,0.0
57,2022-05-03 18:59:16.218817,7.0048221315243255,6.980075425569758,67.42782100103061,58.2841653613511,58.27106983525041,58.265724774549454,49.07689038361502,49.07686638815483,49.07685979942678,49.11958830718103,36.928075680063124,36.955687517195514,36.95559508466234,58.29135095730638,58.284706804836055,58.34891919259014,58.276110707072284,36.94224356109595,36.98832433496201,58.281928011744675,58.27824527702281,67.42782100103048,58.35459386536003,36.994035167125,0.0,0.0,0.0,0.0
58,2022-05-03 18:59:18.152737,6.949960601424168,6.925091631210587,67.37290017758264,58.22924882801887,58.216149245305544,58.210801497644624,49.02195941900987,49.02193518187953,49.021928527066905,49.06465330531009,36.87313338047962,36.90071281734064,36.900622333272786,58.23638464092967,58.22978869141604,58.29408430985449,58.22119124103334,36.88731753403542,36.93331389934411,58.22699709341537,58.223320419532975,67.3729001775825,58.299765321408785,36.93901838075564,0.0,0.0,0.0,0.0
